node_index,source_node_id,pos_x,pos_y,is_stop_only
726,1271288226,6152.71,5864.46,False
727,1271288469,6124.27,5887.6,False
728,cluster_1954792_2012206913,5527.79,6283.61,False
729,2012206915,5387.08,6321.81,False
730,30986834,4747.1,735.41,False
731,1313511916,4824.46,717.75,False
732,cluster_31384871_31385219,4750.65,432.72,False
733,31015098,4669.62,395.33,False
734,13569903,3901.72,6403.78,False
735,2948527809,3881.27,6355.03,False
736,15247067,4586.54,5584.32,False
737,11086637410,4573.26,5558.68,False
738,1955182,616.83,3533.14,False
739,32943735,401.11,3472.68,False
740,457678775,784.56,3309.8,False
741,32942999,785.03,3528.34,False
742,31031628,765.15,3744.69,False
743,31031627,784.54,3894.77,False
744,cluster_1756262266_457515536_457515537_671691648,1955.31,4170.37,False
745,cluster_11658144_676038985_676038986_676038987_#2more,2173.51,4229.33,False
746,3130850942,6263.76,6145.52,False
747,301784905,6278.11,6136.14,False
748,32586883,5195.35,893.17,False
749,32586184,5202.57,807.39,False
750,32586184,5202.57,807.39,False
751,32586175,5348.71,694.14,False
752,73679493,1272.3,5196.56,False
